品牌,新车价格,里程(万公里),价格,
马自达,17.37,3.05,10.08,
比亚迪,18.7,4.02,10.78,
本田,27.65,6.34,15.28,
广汽传祺,25.77,2.4,17.68,
长安,4.54,4.9,1.16,
奇瑞,4.87,4.75,1.57,
五菱汽车,5.28,1.27,3.28,
东南,11.52,4.06,3.98,
领克,18.7,4.49,10.28,
大众,36.1,2.24,22.86,
启辰,10.84,4.91,6.38,
魏牌,21.35,4.57,7.48,
大众,15.94,2.57,7.79,
日产,19.14,4.75,9.28,
领克,16.93,3.1,9.63,
大众,18.48,3.71,10.26,
比亚迪,26.98,5.88,14.18,
特斯拉,32.73,3.19,20.6,
吉利汽车,4.87,0.42,3.38,
哈弗,10.98,4.27,4.38,
大众,13.72,11.87,5.1,
东风风行,7.1,0.55,5.28,
吉利汽车,9.3,4.22,5.38,
比亚迪,13.73,3.93,5.98,
丰田,14.94,7.07,6,
别克,10.86,2.25,6.13,
长安,9.97,4.53,6.28,
现代,20.36,8.78,6.78,
大众,17.15,5.26,6.89,
大众,18.25,7.84,7.26,
丰田,16.71,6.66,7.33,
上汽大通MAXUS,11.29,2.04,7.38,
广汽传祺,15.05,5.84,7.58,
大众,14.07,3.58,7.76,
丰田,22.57,6.69,8.3,
广汽传祺,15.93,4.93,9.53,
马自达,21.47,4.55,9.88,
丰田,17.82,2.24,10.06,
长安,13.4,1.15,10.58,
长安,15.94,0.17,11.92,
福特,23.12,1.05,13.68,
别克,28.1,5.03,13.96,
奥迪,38.43,3.53,16.13,
广汽传祺,20.36,4,16.18,
大众,23.25,2.04,16.48,
凯迪拉克,39.18,5.26,18.88,
坦克,24.12,3.4,19.29,
特斯拉,35.53,1.77,22.86,
宝马,43.61,3.56,27.18,
奇瑞,13.4,1.32,8.78,
北汽新能源,7.73,0.01,3.88,
长安,13.39,8.47,4.85,
丰田,9.96,3.45,5.11,
广汽传祺,16.7,9.01,7.28,
长安,13.73,2.52,7.46,
比亚迪,12.49,3.06,7.75,
特斯拉,32.73,4.36,20.06,
五菱汽车,4.75,1.51,2.73,
哈弗,9.54,4.25,5.76,
大众,11.63,1.72,5.86,
大众,11.74,5.61,5.91,
马自达,15.94,7.24,6.41,
哈弗,13.63,2.98,7.18,
哈弗,10.19,1.17,7.48,
斯柯达,12.85,4.24,7.68,
本田,15.94,5.48,7.85,
广汽传祺,16.7,2.4,8.38,
大众,20.48,7.37,8.38,
丰田,14.71,1.33,8.86,
荣威,14.83,1.43,9.38,
宝骏,14.15,0.27,9.48,
宝骏,14.15,0.46,9.48,
哈弗,15.62,3.51,9.48,
别克,21.35,4.06,10.06,
哈弗,15.5,3.34,10.58,
比亚迪,18.69,2.67,12.88,
Polestar极星,46.71,3.3,14.58,
大众,38.44,7.44,20.68,
长安欧尚,4.86,2,3.98,
吉利汽车,8.74,3.18,3.98,
魏牌,18.5,5.6,6.58,
北京,19.3,8.69,6.66,
大众,18.81,2.02,9.49,
红旗,28.1,3.63,9.58,
哈弗,16.23,1.4,10.88,
日产,21.24,1.52,11.68,
凯迪拉克,39.73,0.6,20.88,
雷克萨斯,32.54,3.47,21.98,
英菲尼迪,53.57,3.27,22.88,
本田,36.85,3.12,23.82,
宝马,40.97,2.35,25.75,
奥迪,45.82,6.32,27.68,
丰田,36.51,0.7,29.18,
奥迪,49.58,4.87,31.38,
长安,4.54,3.11,1.58,
雪佛兰,8.85,14.51,1.68,
东风风行,8.64,2.92,1.78,
别克,17.36,5.62,2.58,
长安,6.43,4.74,3.58,
吉利汽车,8.74,5.32,3.58,
五菱汽车,5.54,0.84,4.18,
起亚,9.97,4.18,4.26,
雪佛兰,19.26,7.97,4.46,
东南,14.84,5.45,4.78,
东风风光,8.55,4.6,4.98,
标致,17.25,5.74,5.06,
起亚,7.76,4.69,5.18,
大众,10.19,5.02,5.18,
别克,23.62,8.77,5.18,
荣威,10.75,4.03,5.58,
标致,16.92,5.77,5.58,
丰田,11.07,4.83,5.78,
大众,13.62,5.21,6.08,
北京,20.91,6.96,10.18,
广汽传祺,13.52,0.01,10.38,
铃木,17.25,6.84,10.68,
比亚迪,16.59,1.91,11.88,
奔驰,35.2,2.77,22.28,
保时捷,136.19,9.03,22.58,
名爵,8.18,3.71,1.68,
丰田,13.28,3.55,7.38,
大众,18.7,2.04,8.68,
北汽新能源,7.73,0.01,3.88,
北汽新能源,7.73,0.02,3.88,
江汽集团,12.17,2.52,4.98,
荣威,29.87,4.81,5.58,
Jeep,20.35,8.09,5.81,
大众,12.96,4.77,5.82,
五菱汽车,11.51,0.72,6.98,
荣威,13.72,1.68,7.31,
五菱汽车,13.39,2.79,7.78,
起亚,15.95,1.75,8.01,
大众,17.7,7.13,8.18,
欧拉,16.05,0.49,9.78,
本田,16.38,2.47,10.38,
Jeep,30.31,5,12.08,
别克,23.79,3.23,13.66,
本田,22.57,3.19,13.98,
丰田,24.82,3.21,15.72,
小鹏,25.88,0.73,15.98,
奥迪,37.64,6.38,17.73,
宝马,30.31,3.09,18.38,
特斯拉,32.73,3.27,19.68,
别克,33.62,3.99,22.58,
宝骏,8.85,6.63,2.98,
大众,10.08,4.96,4.56,
奔腾,10.96,6.48,5.08,
吉利汽车,10.74,6.56,5.08,
吉利汽车,10.62,3.96,5.58,
长安,11.74,6.52,5.96,
哈弗,18.06,2.72,6.18,
荣威,13.61,6.67,6.28,
别克,16.16,6.73,6.4,
大众,12.63,2.95,6.98,
荣威,14.05,4.65,7.46,
长安,13.51,3.87,8.18,
捷达,14.49,6.49,8.18,
比亚迪,18.16,8.15,8.18,
丰田,14.05,1.79,8.58,
大众,17.71,4.64,8.69,
大众,18.7,1.87,8.88,
本田,15.94,6.39,9.1,
领克,15.6,4.53,9.18,
大众,18.37,4.44,9.98,
广汽传祺,14.83,2.09,10.88,
荣威,20.25,2.79,10.88,
别克,21.47,3.24,10.98,
奥迪,24.67,4.11,11.28,
奥迪,24.77,2.93,11.98,
Polestar极星,46.71,2.37,14.68,
奔驰,31.74,3.32,14.83,
大众,26.78,5.68,16.08,
丰田,32.28,6.02,16.88,
奥迪,46.82,5.74,19.08,
别克,33.62,6.32,21.68,
比亚迪,5.76,2.96,2.98,
标致,11.5,2.42,4.58,
大众,16.82,3.26,7.73,
大众,25.12,6,10.88,
大众,28.76,7.1,15.89,
奔驰,49.94,5.16,23.58,
吉利汽车,10.28,8.72,4.58,
铃木,8.3,3.25,4.66,
吉利汽车,7.65,3.3,5.01,
吉利汽车,13.5,3.66,5.48,
大众,16.82,3.47,7.72,
吉利汽车,15.15,7.11,8.18,
长安,14.17,5.88,8.99,
雪佛兰,18.71,0.67,9.98,
现代,20.36,2.65,10.38,
长安,10.51,8.45,4.58,
现代,15.95,7.05,7.38,
Jeep,19.91,4.78,8.58,
哈弗,16.72,5.32,9.45,
别克,33.63,8.23,10.38,
别克,30.32,5.56,10.86,
大众,17.45,3.79,11.88,
奥迪,24.77,4.51,12.36,
比亚迪,18.14,2.26,12.88,
奔驰,35.31,3.43,19.68,
红旗,36.98,3.9,22.28,
福特,40.31,4.07,26.48,
江汽集团,7.42,2.66,2.79,
长安,5.77,2.47,2.88,
奇瑞,7.54,4.77,4.06,
别克,16.72,7.77,5.26,
江淮瑞风,10.08,6.77,5.28,
本田,9.96,5.09,5.93,
福特,15.27,6.58,6.59,
林肯,29.2,2.96,19.28,
吉利汽车,13.73,4.63,6.82,
奥迪,20.92,8.83,7.78,
别克,20.19,1.34,8.18,
马自达,17.72,5.09,8.26,
吉利汽车,12.61,0.63,8.28,
领克,14.69,4.17,8.58,
领克,19.92,4.79,8.68,
荣威,17.7,2.23,8.78,
大众,18.29,3.99,9.11,
丰田,16.38,4.7,9.22,
长安,17.61,3.03,9.36,
别克,30.32,5.07,9.48,
日产,22.24,5.29,9.98,
斯柯达,24.01,7.15,10.36,
大众,17.52,4.06,10.38,
本田,25.94,5.62,10.38,
林肯,37.2,6.08,10.58,
比亚迪,17.25,2.06,10.98,
红旗,22.57,5.5,11.68,
大众,18.81,4.33,12.56,
日产,62.48,6.99,26.88,
宝马,47.59,5.58,27.58,
凯迪拉克,51.34,2.28,28.16,
北汽幻速,7.1,2.76,3.18,
五菱汽车,6.43,4.61,4.08,
吉利汽车,8.2,2.92,4.98,
东风风行,8.21,2.43,5.18,
哈弗,10.52,4.71,5.58,
名爵,12.61,2.96,6.18,
江淮瑞风,9.53,3.46,6.18,
荣威,9.86,1.12,6.28,
哈弗,13.52,3.25,6.58,
吉利汽车,11.52,1.32,7.18,
长安,20.36,6.9,7.18,
吉利汽车,12.51,2.24,7.68,
日产,13.59,1.32,7.76,
长安,12.29,2.85,7.76,
吉利汽车,13.72,6.18,7.78,
领克,17.04,7.35,7.78,
比亚迪,14.84,5.06,8.08,
马自达,21.58,5.21,8.18,
雪铁龙,19.24,6.67,8.18,
大众,16.72,7.23,8.48,
大众,20.92,5.41,8.68,
长安,15.95,4.72,8.78,
东风风神,13.29,0.17,9.09,
大众,15.72,2.25,9.16,
大众,17.41,6.36,9.18,
日产,14.84,4.26,9.31,
荣威,16.14,2.51,9.48,
标致,23.55,6.06,9.48,
大众,15.06,1.53,9.68,
福特,33.61,8.89,10.08,
领克,15.6,2.65,10.18,
比亚迪,15.71,0.38,10.38,
雪佛兰,18.71,0.86,10.56,
现代,15.94,1.77,10.58,
福特,20.36,7.62,10.58,
广汽传祺,16.26,0.66,10.98,
广汽传祺,21.02,3.48,11.16,
埃安,17.02,1.71,11.58,
长安,19.93,2.57,11.58,
别克,22.58,5.72,11.63,
长安,15.94,0.41,11.98,
大众,24.9,1.43,13.66,
Polestar极星,46.71,3.2,14.58,
长安,22.02,0.03,14.89,
奥迪,32.29,6.53,17.41,
坦克,24.12,4.39,18.06,
别克,32.52,7.52,19.48,
沃尔沃,34.45,1.24,19.98,
林肯,51.24,4.38,20.88,
凯迪拉克,39.51,3.98,21.85,
路虎,46.71,3.23,22.68,
奥迪,63.97,2.99,40.28,
别克,14.5,8.96,4.86,
起亚,12.28,4.88,5.28,
长安,11.52,2.65,6.38,
大众,12.5,1.31,6.78,
长安,14.84,3.28,7.98,
MINI,30.22,7.38,8.28,
北京,21.3,6.69,11.98,
东风风神,14.82,8.65,3.82,
北汽新能源,7.73,0.01,3.88,
奇瑞,8.53,0.34,4.18,
大众,12.39,7.38,4.38,
别克,17.05,5.81,5.16,
哪吒汽车,8.85,1.84,5.66,
丰田,13.06,3.05,7.01,
大众,15.72,3.98,7.01,
现代,20.36,8.4,7.72,
别克,20.69,7.86,8.89,
领克,15.8,2.5,9.48,
本田,27.92,7.61,10.98,
凯迪拉克,33.62,4.99,19.58,
宝马,36.32,7.45,21.08,
五菱汽车,6.32,2.81,3.88,
别克,16.05,5.09,5.08,
捷达,7.75,1.16,6.08,
吉利汽车,11.51,5.28,6.28,
福特,20.35,7.92,6.98,
大众,13.96,3.22,7.08,
起亚,15.95,5.52,7.99,
大众,20.92,8.82,8.38,
大众,17.05,3.01,9.28,
领克,16.82,3.29,9.28,
日产,17.61,4.73,9.58,
福特,21.79,3.09,9.88,
大众,17.16,3.86,10.08,
本田,16.61,5.3,10.28,
宝马,36.53,12.04,10.38,
雪佛兰,20.92,1.93,10.99,
大众,17.6,1.84,11.98,
比亚迪,17.02,1.27,13.18,
林肯,33.63,4.39,14.58,
奔驰,34.87,4.7,19.88,
别克,29.09,1.72,22.08,
大众,10.19,5.17,5.28,
宝骏,11.84,5.28,4.56,
吉利汽车,12.61,7.9,4.61,
雪佛兰,19.26,5.31,6.18,
吉利汽车,12.51,1.38,6.98,
吉利汽车,14.06,3.89,8.41,
领克,15.8,1.69,9.11,
奔腾,18.6,1.73,9.28,
别克,25.89,3.51,9.38,
大众,20.48,4.16,9.99,
宝马,36.31,4.9,15.98,
别克,35.64,2.5,25.38,
奥迪,46.49,4.13,25.48,
五菱汽车,6.1,10.64,1.88,
东风风行,8.1,8.79,2.78,
哈弗,15.6,8.22,4.45,
奇瑞,9.42,4.29,4.98,
奇瑞新能源,8.96,1.16,5.98,
现代,13.72,4.56,6.26,
吉利汽车,10.62,3.31,6.38,
别克,18.48,8.44,6.51,
smart,17.13,8.13,6.68,
大众,18.25,6.95,7.08,
五菱汽车,13.39,7,7.08,
大众,16.82,7.99,7.09,
日产,12.48,1.4,7.38,
五菱汽车,13.39,4.05,7.83,
大众,18.58,7.33,7.98,
丰田,15.49,3.72,8.18,
大众,17.41,2.63,8.58,
捷达,15.6,2.92,8.76,
现代,17.7,3.11,10.28,
MINI,21.9,5.44,10.98,
哈弗,15.5,1.28,11.26,
别克,26.99,7.78,13.58,
大众,26.78,6.13,13.93,
广汽传祺,21.13,2.18,15.28,
路虎,42.84,6.06,19.1,
比亚迪,35.06,1.37,21.08,
三菱,52.19,6.96,23.48,
保时捷,60.77,3.86,45.36,
斯柯达,11.08,10.59,2.78,
雪佛兰,8.09,4.81,2.88,
大众,16.83,3.8,8.78,
铃木,9.63,9.17,3.5,
长安,15.49,6.28,3.98,
名爵,12.39,7.12,3.98,
福特,14.05,2.42,5.18,
奇瑞,9.97,1.69,5.48,
哈弗,13.08,4.64,6.08,
三菱,17.04,4.33,6.38,
Jeep,25.93,4.35,6.88,
奇瑞,10.63,1.97,6.98,
标致,23.55,6.78,6.98,
马自达,14.17,4.07,7.18,
斯柯达,15.94,5.77,7.58,
长安,14.28,2.38,7.98,
长安,14.28,2.95,8.45,
奔腾,19.82,4.36,8.58,
日产,14.84,2.79,8.68,
奔腾,19.82,4.85,8.78,
日产,19.14,7.09,8.88,
日产,14.84,4.12,8.98,
福特,35.46,10.53,8.98,
奔腾,19.82,4.51,9.18,
奥迪,21.33,3.9,9.28,
大众,17.71,2.57,10.38,
奥迪,21.39,6.35,10.38,
奥迪,21.99,5.39,10.58,
日产,22.57,6.82,10.58,
福特,44.76,10.25,11.98,
本田,20.35,5.12,12.98,
日产,30.52,5.65,13.68,
凯迪拉克,49.15,8.12,14.48,
奔驰,26.21,5.85,14.98,
本田,35.21,7.48,15.28,
奥迪,33.77,6.93,15.68,
本田,32.85,5.02,16.98,
奥迪,36.09,1.77,22.28,
奥迪,46.49,6.79,23.98,
宝马,47.59,6.78,24.98,
丰田,39.54,3.39,30.58,
奔驰,44.5,2.65,30.98,
保时捷,62.99,1.33,54.98,
中华,6.41,7.07,2.8,
别克,11.74,5.13,3.2,
荣威,8.87,6.1,3.28,
五菱汽车,5.96,2.65,3.38,
长安,8.2,3.55,4.28,
本田,9.52,6.84,4.3,
福特,21.9,8.6,4.4,
大众,17.7,10.82,4.4,
吉利汽车,11.29,5.64,4.49,
雪佛兰,22.62,5.1,4.58,
马自达,15.94,10.15,4.76,
现代,9.86,6.14,4.98,
大众,10.08,2.99,5.18,
起亚,12.28,9.03,5.2,
福特,11.95,5.39,5.28,
荣威,10.75,4.14,5.48,
现代,18.59,8.64,5.5,
吉利汽车,8.09,3.85,5.51,
奇瑞,8.87,3.74,5.55,
吉利汽车,11.51,4.33,5.68,
福特,10.51,3.19,5.72,
哈弗,9.43,2.17,5.88,
吉利汽车,11.07,3.49,5.88,
别克,14.39,5.12,5.88,
日产,14.06,5.11,5.98,
别克,14.39,2.3,6.18,
大众,14.39,2.39,6.48,
大众,17.6,9.55,6.58,
东风风神,11.3,2.28,6.7,
福特,15.38,5.82,6.7,
别克,17.6,4.48,6.78,
丰田,13.28,3.23,6.98,
福特,22.9,5.52,7.18,
现代,12.95,3.48,7.73,
吉利汽车,11.18,2.55,7.78,
丰田,15.49,1.23,7.98,
斯柯达,13.62,3.64,8.13,
吉利汽车,13.7,4.88,8.18,
哈弗,16.38,4.93,8.26,
本田,16.61,5,8.68,
广汽传祺,15.05,5.24,8.68,
MINI,43.51,9.7,9.5,
奥迪,24.11,7.32,9.58,
广汽传祺,20.69,5.5,9.98,
大众,20.24,6.19,10.78,
马自达,18.26,2.24,10.98,
别克,21.35,4.21,10.98,
宝马,31.85,6.97,10.98,
哈弗,15.5,2.33,11.28,
哈弗,18.49,5.96,11.48,
红旗,24.12,3.73,12.09,
吉利汽车,17.64,2.81,12.68,
捷豹,35.87,4.29,12.88,
大众,28.11,6.72,13.28,
凯迪拉克,32.51,7.19,14.08,
路虎,45.62,6.34,14.88,
北京,20.36,1.06,14.98,
比亚迪,24.76,1.39,15.98,
别克,35.86,4.7,17.88,
宝马,38.08,4.16,19.93,
凯迪拉克,39.51,5.72,20.18,
凯迪拉克,41.72,5.39,21.98,
雪佛兰,23.13,4.47,11.86,
本田,30.01,9.64,14.68,
坦克,25.14,0.67,19.88,
雪佛兰,7.43,5.68,1.98,
比亚迪,5.33,6.43,1.98,
大众,16.83,1.84,9.07,
奥迪,29.13,5.52,9.38,
哈弗,15.28,2.66,9.58,
奔驰,47.95,9.23,19.7,
奥迪,36.09,3.82,21.58,
启辰,8.19,8.15,2.58,
斯柯达,8.98,3.73,3.98,
吉利汽车,7.76,7.22,3.98,
吉利汽车,9.76,8.32,3.98,
五菱汽车,6.85,0.86,4.18,
吉利汽车,8.09,2.88,4.7,
吉利汽车,11.51,4.8,5.07,
丰田,9.96,7.41,5.38,
本田,9.96,6.59,5.39,
现代,9.86,5.4,5.58,
日产,14.06,5.42,6.37,
哈弗,13.08,4.26,6.38,
日产,15.71,4.79,6.48,
哈弗,11.41,3.03,6.78,
smart,13.03,5.2,6.78,
日产,17.37,11.11,6.9,
丰田,13.72,4.38,7.17,
日产,13.59,2.21,7.28,
吉利汽车,13.72,1.82,7.38,
现代,15.95,3.64,7.38,
大众,16.04,5.81,7.4,
丰田,13.72,2.58,7.48,
领克,15.27,7.86,7.48,
大众,20.7,7.72,7.67,
比亚迪,12.07,2.33,7.78,
吉利汽车,14.5,5.14,7.78,
本田,17.48,5.76,7.88,
长安,20.36,5.79,8.07,
现代,14.83,3.55,8.38,
丰田,18.04,4.01,8.38,
MINI,22.45,5.87,8.6,
比亚迪,14.92,2.02,9.38,
本田,17.38,5.15,9.98,
大众,27,7.42,10.98,
大众,27,7.9,11.18,
宝马,39.2,5.81,13.88,
MINI,26.77,4,13.9,
凯迪拉克,32.51,2.22,15.28,
红旗,39.33,6.29,15.5,
宝马,35.54,6.05,15.68,
宝马,38.86,6.92,15.8,
奔驰,29.75,4.66,15.88,
奔驰,34.1,5.35,17.38,
大众,28.11,2.76,17.58,
MINI,35.87,4.78,18.5,
宝马,40.29,3.3,19,
特斯拉,32.73,2.9,20.6,
宝马,40.29,3.94,21.58,
宝马,55.45,6.9,23.7,
保时捷,113.23,4.24,86.88,
起亚,18.15,8.62,4.88,
现代,11.51,7.7,5.18,
雪佛兰,22.58,4.66,7.38,
大众,27.66,3.63,7.98,
奔驰,28.09,3.05,15.28,
凯迪拉克,33.62,4.49,17.56,
比亚迪,5.44,2.36,3.18,
吉利汽车,8.2,4.96,4.28,
荣威,13.72,7.07,4.68,
别克,16.61,6.22,5.76,
广汽传祺,14.16,4.24,6.48,
宝马,22.45,7.27,9.19,
福特,25.56,6.7,11.48,
别克,27,3.45,14.28,
凯迪拉克,44.71,4.78,21.98,
大众,17.48,7.8,4.38,
广汽传祺,10.29,6.37,4.68,
北京,17.04,7.46,5.45,
哈弗,9.54,4.69,5.58,
起亚,13.61,5.02,5.98,
大众,11.41,1.23,6.18,
起亚,18.14,7.96,6.18,
广汽传祺,16.7,7.31,7.59,
哈弗,13.5,3.37,8.46,
Jeep,18.81,5.12,8.68,
领克,14.69,1.59,9.2,
魏牌,18.39,4.33,9.38,
大众,20.69,3.77,12.09,
日产,21.24,1.28,12.78,
大众,27.1,4.19,13.88,
Polestar极星,46.71,3.41,14.58,
别克,35.31,0.93,21.38,
领克,17.04,2.51,9.38,
长安凯程,7.11,7.96,2.68,
比亚迪,10.41,4.85,6.16,
奇瑞,9.97,1.86,6.26,
别克,18.15,3.26,8.18,
大众,19.92,2.29,10.46,
哈弗,13.63,5.41,4.98,
哈弗,18.06,7.49,4.98,
大众,15.72,2.09,7.01,
哈弗,16.38,3.85,7.98,
吉利汽车,11.51,0.05,8.18,
福特,28.1,8.45,8.18,
大众,18.7,1.98,8.58,
大众,15.95,1.13,8.66,
吉利汽车,15.49,0.8,9.18,
现代,15.93,1.92,9.68,
大众,15.72,1.69,11.08,
吉利汽车,16.83,0.57,11.68,
Polestar极星,46.71,2.83,14.28,
广汽传祺,23.23,0.99,16.38,
宝马,33.51,3.54,16.88,
广汽传祺,25.77,2.12,18.98,
路虎,46.04,2.41,20.68,
奔驰,53.57,3.49,35.16,
保时捷,73.6,1.67,52.78,
大众,12.39,7.7,4.58,
丰田,9.96,5.81,5.08,
起亚,9.3,2,5.82,
哈弗,10.19,1.83,6.78,
马自达,15.94,2.74,7.58,
比亚迪,15.71,7.18,8.18,
欧拉,14.16,2.41,8.55,
奔驰,35.87,6.93,9.48,
本田,16.93,2.58,9.65,
埃安,14.35,3.28,9.71,
捷途,16.72,0.06,10.08,
大众,18.25,2.6,10.18,
雪佛兰,20.92,2.12,11.98,
本田,21.46,5.99,12.78,
大众,23.57,3.75,12.88,
大众,26.34,7.28,14.9,
比亚迪,31.92,4.22,15.58,
林肯,42.62,2.19,18.68,
哈弗,15.71,5.77,7.75,
长安,13.73,1.08,8.15,
大众,15.17,0.63,9.95,
哈弗,17.04,0.83,10.98,
大众,14.66,7.7,4.38,
欧拉,9.28,3.53,4.98,
哈弗,12.97,7.13,5.21,
比亚迪,13.6,2.52,7.41,
本田,15.27,3.08,8.51,
丰田,17.6,7.91,8.68,
大众,18.48,3.01,10.38,
领克,18.04,1.59,10.98,
马自达,21.47,3.61,11.28,
别克,22.58,3.28,11.38,
大众,23.13,1.78,12.98,
大众,28.11,5.33,13.98,
丰田,24.82,3.35,15.13,
比亚迪,25.54,2.14,15.58,
凯迪拉克,39.18,3.94,19.68,
雪铁龙,13.5,5.06,3.98,
雪佛兰,10.52,4.21,4.15,
长安欧尚,8.18,1.65,5.58,
现代,13.72,4.95,6.41,
吉利汽车,14.83,4.02,6.68,
日产,17.48,7.92,7.18,
比亚迪,13.49,2.05,9.18,
现代,20.36,5.73,9.59,
比亚迪,14.15,0.98,9.68,
本田,20.35,2.73,14.28,
宝马,53.12,3.18,33.98,
哪吒汽车,9.07,3.39,5.78,
大众,11.41,6.26,3.81,
马自达,15.94,6.15,4.88,
启辰,12.17,6.77,5.58,
丰田,10.18,1.59,5.97,
大众,14.39,2.5,6.21,
大众,14.39,2.39,6.26,
马自达,23.46,9.58,6.28,
大众,14.39,2.31,6.29,
大众,14.39,2.19,6.37,
大众,14.39,2.27,6.51,
smart,15.14,8.47,6.66,
大众,18.82,9.44,7.22,
奔腾,13.95,2.46,8.26,
本田,15.94,5.44,8.78,
本田,23.68,7.62,8.87,
大众,17.7,6.09,8.97,
奔腾,19.82,3.67,9.15,
奔腾,19.82,2.27,9.18,
奔腾,19.82,2.69,9.32,
哈弗,16.27,2.48,9.57,
奥迪,24,6.95,10.18,
大众,15.72,1.5,10.58,
领克,18.7,3.01,10.58,
路虎,45.27,7.27,14.38,
大众,23.13,1.74,14.87,
雷克萨斯,33.43,2.46,17.48,
宝马,34.77,3.92,18.38,
路虎,46.49,2.61,24.98,
标致,10.94,8.67,2.87,
福特,11.41,4.59,3.28,
奔腾,9.85,6.1,3.9,
Jeep,25.01,7.58,4.3,
长安,9.09,3.62,4.48,
日产,12.61,7.54,4.5,
奔腾,14.83,7.9,4.68,
大众,15.16,10.1,4.68,
吉利汽车,9.96,5.43,4.86,
福特,14.49,4.89,5.17,
哈弗,13.63,8.26,5.58,
启辰,10.62,5.87,5.65,
福特,15.82,6.77,5.65,
大众,17.15,5.93,6.27,
哈弗,13.08,2.42,6.37,
哈弗,13.08,0.95,6.88,
大众,16.49,5.36,7.17,
三菱,17.71,3.6,7.28,
奔腾,13.06,1.4,7.68,
奔腾,13.17,0.37,8.58,
本田,15.17,4.48,8.85,
吉利汽车,12.51,1.56,8.88,
红旗,18.48,3.9,8.98,
奔腾,15.39,0.74,9.08,
吉利汽车,13.28,0.41,9.78,
奥迪,24.78,8.65,9.9,
哈弗,15.28,4.79,10.08,
本田,16.27,3.79,10.37,
比亚迪,15.49,0.25,10.88,
大众,17.04,2.22,11.48,
哈弗,16.94,0.54,12.87,
奔驰,46.84,5.11,16.48,
奥迪,35.76,3.23,20.17,
红旗,41.4,3.55,20.63,
奔驰,33.19,2.52,22.38,
奥迪,46.93,5.9,30.56,
Jeep,20.35,7.2,6.61,
大众,18.7,1.81,7.93,
吉利汽车,7.76,6.23,4.01,
广汽传祺,16.37,3.83,5.73,
吉利汽车,10.62,3.58,6.22,
奔腾,16.15,1.14,7.44,
雪佛兰,18.71,4.01,8.55,
长安,14.28,3.82,9.18,
大众,18.25,6.82,9.48,
大众,18.81,4.49,9.92,
日产,15.16,1.7,9.98,
丰田,17.6,3.75,10.29,
英菲尼迪,34.21,4.81,16.58,
宝马,38.87,5.83,24.88,
广汽传祺,12.17,9.02,4.38,
奇瑞,8.87,3.12,5.24,
现代,9.86,5.48,5.28,
东风风行,10.54,2.81,5.98,
哈弗,12.97,6.69,6.09,
斯柯达,27.21,10.56,6.38,
别克,14.39,4.94,6.61,
五菱汽车,9.72,1.09,7.03,
福特,25.11,10.45,7.06,
捷达,12.95,7.58,7.56,
MINI,29.11,6.08,7.58,
丰田,14.27,6.09,7.58,
吉利汽车,12.51,2.53,7.78,
福特,24.11,6.92,8.76,
奇瑞,15.94,3.78,8.86,
红旗,28.1,2.65,8.98,
吉利汽车,16.59,2.06,9.18,
大众,22.01,6.27,9.28,
广汽传祺,20.69,6.43,9.39,
起亚,15.95,2.28,9.78,
吉利汽车,14.83,2.18,9.98,
丰田,17.15,2.3,10.03,
广汽传祺,14.83,4.6,10.08,
领克,16.93,5.68,10.38,
哈弗,15.5,2.38,10.48,
大众,24.79,6.88,12.08,
别克,30.32,5.5,12.38,
本田,19.26,2.21,14.08,
凯迪拉克,32.51,3.97,15.38,
奔驰,38.85,5.3,22.08,
坦克,39.91,2.42,28.46,
奔驰,55.55,1.82,36.78,
大众,14.66,7.84,4.28,
哈弗,9.54,4.02,5.98,
铃木,9.19,1.87,5.88,
奔驰,30.86,4.29,14.38,
宝马,34.77,2.77,19.68,
北汽新能源,7.73,百公里内,3.88,
北汽新能源,7.73,0.01,3.88,
北汽新能源,7.73,0.02,3.88,
东风风光,9.43,5.97,4.18,
雪佛兰,14.28,5.9,4.55,
吉利汽车,8.09,2.45,4.82,
吉利汽车,11.29,3.08,4.88,
起亚,18.7,7.26,6.28,
吉利汽车,9.75,1.29,6.81,
英菲尼迪,20.46,3.11,7.88,
起亚,15.95,4.32,8.36,
大众,14.95,2.21,8.88,
广汽传祺,19.92,3.26,12.63,
别克,27,3.34,12.98,
大众,23.25,2.36,16.61,
广汽传祺,28.42,5.61,20.66,
奔驰,43.94,1.92,25.68,
别克,35.64,3.63,30.18,
奇瑞,8.2,4.65,2.48,
吉利汽车,6.88,3.7,3.56,
起亚,13.17,4.75,3.58,
五菱汽车,5.96,1.03,3.73,
吉利汽车,6.88,1.42,3.78,
宝骏,8.2,2.83,4.08,
欧拉,8.17,5.59,4.68,
五菱汽车,7.11,4.47,4.78,
标致,14.59,7.2,4.88,
吉利汽车,10.62,3.7,5.28,
吉利汽车,14.83,5.76,5.68,
长安欧尚,10.17,5.83,5.85,
现代,22.24,3.81,5.91,
吉利汽车,11.07,8.6,6.08,
吉利汽车,10.29,4.46,6.58,
长安,12.39,4.96,6.58,
吉利汽车,13.73,6.41,6.61,
起亚,13.28,1.86,7.08,
斯柯达,18.15,6.14,7.18,
星途,12.63,6.35,7.73,
日产,17.93,2.42,8.28,
斯巴鲁,23.17,6.07,8.98,
大众,19.36,6.84,9.18,
标致,24.76,7.1,9.18,
别克,22.23,5.82,9.48,
本田,17.05,1.66,9.88,
