品牌,新车价格,里程(万公里),价格
30.0,99.8,1.4,103.8
155.0,12.89,0.01,9.68
96.0,29.28,5.5,19.58
69.0,42.58,9.9,24.98
25.0,29.48,7.0,14.88
25.0,38.98,10.0,27.8
70.0,46.88,5.7,33.5
30.0,61.9,1.7,51.8
129.0,7.99,2.7,5.38
55.0,9.39,2.0,7.1
63.0,14.86,5.6,9.98
25.0,82.3,7.0,82.8
69.0,60.48,9.0,35.8
73.0,46.39,4.4,37.2
55.0,8.39,0.8,6.38
70.0,41.98,9.3,26.68
146.0,12.49,5.0,8.48
73.0,50.69,0.53,44.8
69.0,189.2,2.8,198.8
64.0,14.98,1.5,12.68
55.0,12.68,6.5,7.57
69.0,128.56,4.0,103.8
25.0,77.1,16.0,55.8
37.0,44.97,0.01,34.38
96.0,22.98,9.0,13.88
125.0,14.88,3.9,10.2
137.0,65.8,1.5,47.8
69.0,37.73,0.9,30.68
59.0,13.59,2.0,10.5
158.0,27.9,10.2,16.9
64.0,12.2,9.91,6.38
146.0,10.79,1.6,7.88
30.0,92.3,2.0,86.7
30.0,120.6,7.6,78.35
102.0,14.99,9.13,7.88
145.0,14.98,7.3,9.8
96.0,18.98,3.5,13.98
69.0,98.88,1.3,76.9
69.0,42.98,2.28,31.6
73.0,47.19,4.0,32.8
73.0,47.98,6.6,29.38
62.0,22.0,0.48,19.9
137.0,72.8,0.5,59.8
73.0,42.99,10.0,22.88
25.0,8.58,2.0,6.68
39.0,23.29,5.0,17.3
137.0,100.8,3.6,70.9
25.0,23.98,4.38,16.88
96.0,26.68,11.0,14.38
69.0,28.98,5.8,28.8
69.0,35.12,2.0,27.78
69.0,35.33,1.0,26.48
158.0,37.89,5.5,26.8
69.0,50.41,3.7,46.3
64.0,30.59,1.1,23.0
70.0,38.58,0.52,30.58
30.0,54.5,2.8,40.98
70.0,42.08,0.01,33.5
69.0,39.78,5.3,30.18
73.0,34.53,1.65,26.2
64.0,37.5,1.6,28.6
102.0,11.28,8.2,6.28
70.0,45.49,0.01,38.5
73.0,38.98,6.5,26.68
30.0,116.8,7.3,79.8
73.0,78.69,2.0,53.8
62.0,19.58,2.0,14.98
69.0,87.68,8.5,56.5
116.0,8.49,6.0,5.5
70.0,41.28,1.76,31.8
70.0,40.98,7.2,26.58
123.0,21.68,1.3,16.8
96.0,18.98,5.7,12.38
39.0,31.39,3.2,25.8
6.0,25.48,0.2,20.98
39.0,53.39,0.01,43.9
69.0,132.9,0.78,109.8
75.0,269.0,4.0,199.8
70.0,41.98,1.44,32.98
69.0,46.58,6.0,34.8
70.0,62.68,0.1,51.98
102.0,20.28,0.06,16.8
30.0,54.5,0.89,49.8
39.0,40.39,1.4,33.6
43.0,11.99,0.01,9.99
39.0,18.99,9.0,11.3
69.0,29.38,0.01,34.58
96.0,18.98,6.45,13.68
69.0,128.56,3.05,98.48
70.0,45.49,0.01,38.8
73.0,47.55,0.5,42.8
70.0,52.18,0.01,46.98
70.0,52.18,0.01,44.9
69.0,87.68,11.0,53.8
73.0,42.39,1.5,34.8
54.0,17.98,5.7,9.58
27.0,8.98,1.2,8.5
25.0,82.3,6.4,81.7
30.0,54.5,4.3,42.8
30.0,99.8,0.6,115.8
30.0,97.3,3.7,88.8
64.0,31.5,1.3,28.0
69.0,44.32,2.1,37.8
37.0,29.97,3.0,21.98
80.0,19.28,1.5,17.38
30.0,55.4,0.6,54.6
102.0,15.18,4.0,9.98
41.0,780.0,0.27,780.2
70.0,145.38,0.01,181.6
62.0,35.5,2.1,29.7
137.0,82.8,4.5,72.8
30.0,101.8,1.54,93.8
30.0,55.4,0.4,53.8
39.0,23.29,0.05,29.8
73.0,42.39,3.5,34.98
25.0,43.58,9.0,37.9
30.0,56.5,0.5,58.8
30.0,56.5,0.4,56.8
80.0,17.98,2.0,15.88
30.0,87.8,0.55,88.8
98.0,26.98,4.0,19.8
62.0,22.0,2.0,19.8
25.0,24.48,4.0,17.98
39.0,34.39,4.0,26.98
137.0,164.8,0.5,171.8
69.0,61.68,0.1,65.0
69.0,61.68,0.1,65.8
69.0,61.68,0.1,66.8
69.0,158.8,7.8,166.0
69.0,61.68,0.1,68.0
62.0,21.38,8.0,18.3
69.0,62.98,0.1,69.8
69.0,61.68,0.1,69.0
25.0,77.2,9.7,74.0
69.0,61.68,0.1,69.8
69.0,34.78,3.0,33.7
69.0,189.2,1.3,209.8
137.0,87.8,4.2,75.6
137.0,119.8,0.01,135.0
30.0,101.8,4.3,89.8
69.0,61.68,0.1,75.8
137.0,69.8,0.87,89.8
69.0,61.68,0.1,79.8
69.0,34.78,0.3,56.7
69.0,61.68,0.1,89.8
70.0,22.33,2.37,14.3
43.0,10.99,6.6,5.28
69.0,35.08,7.0,16.88
69.0,32.52,1.6,22.3
73.0,32.38,6.0,14.28
69.0,44.7,8.0,22.18
158.0,43.7,3.1,23.6
158.0,37.4,6.4,20.5
30.0,64.8,8.0,27.8
25.0,20.28,6.3,9.68
96.0,19.28,4.0,11.58
146.0,15.99,0.13,10.98
69.0,29.98,1.6,21.88
69.0,32.52,1.7,22.5
69.0,24.98,4.5,15.28
70.0,76.08,3.6,24.68
39.0,39.99,5.1,24.58
25.0,25.78,5.1,14.98
158.0,70.4,6.9,38.9
30.0,88.8,0.8,49.8
57.0,11.78,2.1,4.98
39.0,25.29,9.53,2.38
115.0,140.58,3.3,59.8
124.0,16.38,4.9,5.68
70.0,30.98,8.0,6.98
155.0,18.19,8.0,2.65
39.0,23.59,5.3,7.38
5.0,24.49,8.8,4.58
69.0,42.98,5.8,20.58
70.0,67.9,8.11,18.5
0.0,30.98,2.25,22.58
5.0,15.88,3.0,5.68
69.0,35.12,1.18,28.57
39.0,25.59,6.72,4.98
70.0,28.56,10.0,9.18
73.0,83.1,12.9,12.8
155.0,17.49,5.0,7.03
30.0,91.3,2.3,78.8
73.0,49.46,14.0,9.99
123.0,14.88,12.0,1.86
163.0,15.48,18.0,1.28
96.0,23.98,12.8,3.08
25.0,29.88,13.0,5.07
91.0,10.86,2.9,4.98
64.0,23.98,6.0,7.18
69.0,36.92,0.91,30.78
123.0,12.78,11.53,2.8
70.0,49.98,14.0,8.8
57.0,13.28,5.9,4.58
70.0,32.99,8.6,5.98
132.0,29.8,1.8,23.8
19.0,10.1,8.1,3.5
25.0,35.3,21.0,3.58
15.0,12.39,9.01,3.28
69.0,131.76,0.01,68.0
25.0,17.98,10.5,11.5
55.0,13.87,3.0,7.2
70.0,26.0,7.0,10.28
70.0,28.56,7.0,10.18
102.0,20.98,0.16,17.88
5.0,119.99,13.3,22.8
39.0,11.99,5.6,5.28
69.0,26.98,11.69,8.58
5.0,55.99,3.05,24.9
123.0,18.98,7.0,5.28
70.0,33.38,8.2,7.9
91.0,8.98,11.0,3.98
64.0,21.88,12.1,4.38
69.0,85.8,13.68,13.9
37.0,30.88,8.8,7.48
70.0,41.98,3.92,29.3
30.0,92.2,12.0,18.8
25.0,38.98,12.38,25.68
39.0,19.99,9.0,4.98
37.0,30.88,9.0,6.48
39.0,16.16,1.8,8.08
70.0,30.73,3.83,17.9
96.0,20.28,1.48,16.88
69.0,46.8,16.15,11.88
102.0,16.48,2.2,10.68
25.0,41.2,16.0,7.98
70.0,33.29,6.0,10.68
69.0,27.18,6.0,10.98
64.0,11.98,14.1,2.36
73.0,35.88,10.63,9.98
64.0,39.28,5.9,20.8
73.0,47.69,11.0,23.38
116.0,17.99,9.0,5.88
73.0,34.98,4.6,15.8
91.0,21.98,16.0,3.68
158.0,36.8,3.7,18.3
73.0,34.68,5.2,14.38
160.0,13.98,1.6,8.68
55.0,9.99,4.3,4.98
70.0,59.98,10.2,22.5
59.0,11.3,5.0,5.68
73.0,43.56,12.0,12.88
64.0,16.92,4.88,9.88
160.0,19.98,3.33,13.38
70.0,36.88,11.5,12.3
77.0,27.09,5.0,14.68
64.0,23.49,7.4,10.8
70.0,40.98,28.8,10.5
158.0,28.3,0.9,17.8
89.0,17.98,12.3,7.58
69.0,31.28,7.5,14.5
73.0,40.5,0.01,25.58
91.0,11.86,1.0,6.98
146.0,13.88,6.5,6.48
69.0,32.88,4.83,16.8
39.0,26.99,11.1,11.58
146.0,7.99,5.63,3.78
66.0,10.99,2.1,6.6
69.0,39.08,2.25,21.9
64.0,23.49,7.8,10.22
96.0,19.38,10.9,7.78
69.0,26.88,6.7,14.15
14.0,31.89,4.7,16.78
91.0,11.9,3.2,7.29
96.0,18.98,8.2,12.38
69.0,31.08,4.9,19.0
96.0,23.98,19.0,1.8
25.0,19.68,9.0,7.98
69.0,29.48,1.9,21.8
163.0,12.59,12.0,5.18
42.0,20.49,3.5,11.8
25.0,33.98,9.0,13.98
70.0,41.98,4.8,31.18
70.0,33.58,7.29,16.68
69.0,28.28,4.5,15.18
158.0,25.9,4.0,15.0
74.0,4.98,5.01,2.68
70.0,31.88,1.6,19.9
163.0,18.88,12.0,6.3
57.0,14.68,9.3,1.28
69.0,42.8,11.0,17.8
73.0,50.69,7.8,29.58
64.0,21.99,5.5,12.88
155.0,12.79,13.2,1.68
70.0,31.28,1.59,21.8
25.0,24.08,2.3,15.79
69.0,31.48,9.5,12.91
50.0,23.77,8.4,5.88
71.0,20.73,4.0,5.98
64.0,16.29,6.9,9.38
69.0,39.6,9.55,19.5
125.0,19.98,5.0,12.38
69.0,104.88,5.9,69.3
70.0,41.38,10.33,20.58
70.0,37.7,12.0,7.88
7.0,33.8,1.28,14.08
73.0,49.69,8.4,26.88
27.0,12.58,1.1,8.38
70.0,31.71,1.9,19.88
25.0,8.78,3.39,5.5
147.0,5.69,3.8,3.8
39.0,26.99,10.29,5.78
69.0,40.81,0.5,29.0
146.0,11.49,2.0,7.68
102.0,29.18,1.9,19.5
70.0,41.98,7.6,22.88
96.0,27.98,9.0,14.18
80.0,21.93,12.0,3.88
160.0,21.28,4.96,14.28
25.0,34.0,11.6,15.88
6.0,20.18,6.8,11.88
155.0,8.89,7.5,3.8
69.0,61.8,9.0,8.58
25.0,9.18,3.07,6.6
37.0,41.27,4.3,26.3
99.0,17.17,10.0,2.45
39.0,28.8,11.5,2.96
69.0,34.68,5.4,22.28
96.0,20.28,3.1,16.38
158.0,35.58,1.7,24.4
74.0,6.38,5.9,4.38
70.0,58.18,1.26,44.9
69.0,49.98,8.8,32.38
39.0,20.39,9.3,2.28
140.0,29.19,11.0,4.9
64.0,21.99,4.85,15.5
37.0,46.98,13.0,7.9
96.0,32.88,5.8,21.8
116.0,11.38,9.11,0.98
123.0,12.78,13.2,1.68
25.0,8.58,6.07,5.38
155.0,18.99,6.2,4.88
70.0,48.98,0.67,38.9
96.0,12.99,6.3,7.68
69.0,26.48,1.95,17.8
80.0,21.98,4.2,13.88
158.0,38.4,5.2,24.3
69.0,189.2,1.37,205.8
59.0,10.38,14.9,1.88
146.0,12.38,8.0,3.28
89.0,16.9,9.8,1.68
73.0,89.6,16.77,8.98
70.0,41.78,10.72,21.5
66.0,7.39,7.3,1.98
135.0,8.88,8.6,1.28
124.0,16.38,5.4,5.78
25.0,14.28,2.0,9.18
25.0,8.58,5.19,5.5
70.0,33.35,20.0,2.18
158.0,68.8,18.0,7.3
67.0,7.69,1.1,5.25
21.0,8.39,0.1,6.1
25.0,29.48,5.0,15.38
37.0,29.38,10.3,11.68
39.0,59.9,18.6,3.98
39.0,9.99,8.8,1.5
102.0,16.78,1.0,11.58
6.0,27.8,7.28,5.4
69.0,120.48,2.2,83.0
68.0,14.38,10.0,1.6
73.0,43.68,2.0,31.99
108.0,46.99,12.8,7.36
69.0,44.78,7.17,21.8
91.0,10.86,0.01,7.98
70.0,43.98,4.1,31.18
158.0,37.89,2.2,30.0
73.0,43.68,0.62,34.5
129.0,26.59,11.0,5.68
160.0,17.68,2.5,13.28
69.0,31.09,1.88,23.38
113.0,29.18,2.1,17.1
15.0,11.99,7.8,3.58
64.0,30.98,14.0,5.4
73.0,94.6,28.7,4.78
96.0,18.59,1.5,13.29
73.0,63.9,3.4,58.8
70.0,22.67,2.2,10.58
112.0,22.99,6.3,7.88
69.0,29.98,2.77,22.6
39.0,14.99,3.9,3.9
70.0,38.99,14.0,5.35
156.0,18.19,9.8,3.99
99.0,13.69,8.0,2.98
69.0,36.92,0.05,29.5
62.0,35.5,5.02,28.8
69.0,43.68,12.14,22.9
69.0,73.88,4.81,56.9
85.0,57.8,9.0,13.6
69.0,49.89,2.8,40.68
15.0,7.66,14.4,1.5
14.0,14.58,6.6,5.88
96.0,29.28,4.31,21.5
116.0,10.98,6.4,3.08
70.0,44.38,4.4,30.88
110.0,7.89,5.8,2.58
70.0,23.73,5.14,9.68
59.0,9.99,8.0,6.58
73.0,36.99,0.5,28.98
69.0,39.48,5.4,29.28
11.0,12.68,6.5,4.18
30.0,92.2,10.0,18.88
102.0,15.18,2.0,10.68
91.0,10.86,0.01,8.98
13.0,15.98,15.0,1.98
73.0,31.69,1.5,24.98
96.0,22.89,0.3,18.98
123.0,13.09,6.9,3.28
70.0,54.49,9.73,13.88
73.0,46.19,5.0,34.8
25.0,28.98,8.0,19.38
64.0,15.49,8.0,5.88
30.0,101.8,4.5,76.8
69.0,39.28,3.3,29.7
69.0,37.73,0.87,31.58
158.0,32.4,1.3,19.1
16.0,6.78,10.2,1.48
70.0,49.98,10.28,10.88
96.0,12.98,9.0,4.98
70.0,29.1,7.0,8.8
99.0,11.48,12.5,2.98
42.0,18.98,6.16,12.8
108.0,42.59,3.6,26.99
123.0,12.48,9.0,3.28
91.0,13.78,0.82,8.5
39.0,28.99,13.9,16.68
123.0,19.38,8.0,5.56
135.0,11.88,4.8,4.88
96.0,33.18,0.01,28.8
64.0,13.29,0.01,10.98
69.0,29.98,1.0,23.5
106.0,10.08,14.0,2.5
146.0,11.39,4.0,6.6
64.0,11.29,3.8,6.58
39.0,18.99,14.2,4.78
102.0,10.69,7.8,3.58
23.0,10.58,5.0,5.3
25.0,13.48,12.0,5.66
22.0,6.69,8.0,1.98
73.0,89.8,26.0,11.8
99.0,15.97,1.3,8.0
116.0,14.98,2.7,7.5
167.0,18.88,5.5,7.9
64.0,22.29,8.5,7.58
124.0,6.39,17.0,1.65
108.0,39.09,5.3,19.68
73.0,33.3,11.0,8.58
118.0,33.98,0.01,29.9
102.0,23.78,3.6,15.98
55.0,16.82,1.3,14.1
118.0,31.98,1.3,26.78
160.0,32.79,3.74,23.38
69.0,28.98,7.73,9.96
39.0,9.19,13.4,2.8
64.0,19.88,14.0,5.2
6.0,27.6,10.4,7.28
91.0,12.68,13.6,2.8
13.0,24.88,20.9,5.48
135.0,18.08,6.5,6.98
58.0,12.66,1.62,10.68
46.0,3.98,2.7,1.38
64.0,18.39,3.0,7.98
123.0,16.99,10.8,4.55
6.0,29.33,2.3,22.88
88.0,21.98,8.5,8.99
64.0,10.69,13.0,2.6
64.0,81.98,5.4,43.88
30.0,55.0,5.0,27.2
155.0,17.99,6.0,7.38
119.0,13.68,2.4,6.18
158.0,29.0,9.1,18.0
34.0,291.2,2.2,253.8
102.0,9.99,3.63,4.98
30.0,91.3,3.78,75.8
73.0,49.68,7.12,24.8
70.0,74.26,18.0,15.88
73.0,27.6,11.07,9.3
39.0,21.99,9.0,7.38
102.0,10.98,1.64,5.98
108.0,39.19,6.0,19.76
70.0,41.88,12.3,15.9
96.0,18.98,13.0,8.8
73.0,83.8,8.6,28.78
96.0,8.58,8.5,4.85
144.0,11.98,13.0,3.88
70.0,139.1,4.0,73.8
147.0,7.08,7.4,3.48
27.0,4.58,10.0,1.68
123.0,12.18,8.9,5.98
39.0,23.98,10.39,8.78
70.0,47.09,6.6,25.0
25.0,48.0,16.0,15.58
147.0,4.79,2.6,2.15
73.0,119.8,7.9,63.8
64.0,11.89,5.1,4.89
96.0,14.98,5.7,8.68
30.0,68.8,15.0,22.88
39.0,17.58,7.6,7.98
108.0,44.88,11.5,16.78
13.0,44.8,10.7,16.69
96.0,13.78,7.0,6.88
37.0,30.97,4.1,18.0
70.0,19.65,5.0,8.98
69.0,35.38,6.6,17.9
70.0,41.88,13.3,16.0
55.0,11.68,7.0,6.38
70.0,19.92,2.15,11.7
25.0,25.78,5.6,17.3
13.0,17.68,5.8,9.68
55.0,14.58,3.5,7.98
163.0,19.18,12.0,5.78
80.0,19.28,5.4,12.98
69.0,31.58,5.2,17.38
163.0,13.89,10.6,5.36
137.0,82.8,13.0,31.98
70.0,34.38,3.4,21.8
39.0,46.99,11.72,29.9
37.0,42.27,2.5,27.0
73.0,32.59,13.0,12.78
70.0,78.78,13.94,30.8
69.0,44.01,0.7,41.0
69.0,57.6,8.12,27.5
73.0,27.98,1.8,16.98
30.0,74.7,11.3,26.8
25.0,10.58,12.4,3.38
64.0,13.39,9.5,5.38
70.0,41.58,2.1,25.28
91.0,23.88,4.3,13.58
108.0,41.99,4.4,23.98
69.0,44.7,3.71,23.68
39.0,31.39,6.6,25.8
70.0,30.58,1.73,18.8
69.0,61.68,3.9,45.6
25.0,12.78,4.5,7.9
69.0,41.98,6.2,25.88
64.0,25.98,6.4,12.88
96.0,19.98,3.4,13.2
91.0,11.39,5.0,6.58
91.0,11.39,10.4,5.68
69.0,47.88,1.2,43.6
25.0,23.98,11.0,9.98
73.0,30.98,1.4,20.68
83.0,15.98,6.3,8.0
64.0,10.39,4.0,4.78
69.0,35.08,7.4,19.18
64.0,10.39,6.45,5.28
64.0,57.38,3.4,26.8
70.0,22.67,7.1,11.5
39.0,31.79,2.6,27.98
59.0,26.18,4.68,19.9
123.0,19.28,7.0,9.9
25.0,55.13,10.0,35.3
119.0,10.28,15.0,3.6
96.0,16.39,1.7,11.88
158.0,27.9,14.2,15.6
39.0,17.28,7.8,8.98
70.0,28.78,5.31,17.3
69.0,39.28,13.17,25.3
64.0,24.68,9.3,12.85
75.0,275.1,1.8,279.3
25.0,29.48,9.0,15.38
22.0,7.39,5.6,3.88
96.0,8.18,8.7,3.98
70.0,31.88,3.8,19.38
69.0,44.5,11.7,19.9
102.0,26.28,2.95,16.1
73.0,26.98,2.9,16.48
73.0,39.99,2.54,22.98
137.0,113.8,4.4,69.8
59.0,16.58,1.2,10.98
69.0,30.28,4.1,18.78
96.0,13.78,9.0,6.88
69.0,35.68,6.9,23.7
116.0,8.49,8.2,4.66
158.0,37.4,11.4,20.6
6.0,18.38,6.0,10.98
137.0,38.28,2.7,22.98
70.0,30.98,4.56,19.9
69.0,61.8,14.1,29.8
135.0,7.98,3.1,5.2
96.0,7.38,10.0,3.58
96.0,8.18,8.5,3.98
96.0,13.99,6.6,8.0
6.0,42.98,0.9,29.8
25.0,24.28,8.33,11.98
41.0,570.0,1.0,588.0
69.0,73.58,0.8,63.88
69.0,49.28,5.9,32.58
69.0,32.88,6.0,18.99
73.0,46.69,5.4,34.8
139.0,13.88,4.0,6.38
69.0,34.18,7.5,22.8
158.0,21.5,10.2,10.78
139.0,13.88,4.0,6.48
64.0,14.09,2.05,8.88
96.0,13.68,16.5,5.8
70.0,22.98,2.5,15.5
96.0,8.98,11.0,4.58
113.0,31.69,2.6,21.5
96.0,30.98,6.0,22.38
30.0,55.4,2.2,53.9
96.0,22.89,1.8,16.56
137.0,78.88,4.1,53.8
96.0,17.99,0.8,14.58
73.0,54.99,1.83,39.98
69.0,93.8,3.2,52.8
30.0,54.5,4.7,37.6
18.0,5.27,1.92,3.85
69.0,189.2,0.8,216.8
146.0,12.39,5.1,8.58
70.0,127.48,0.7,98.9
25.0,13.68,2.0,8.98
73.0,39.96,1.2,31.3
64.0,18.69,0.01,15.4
70.0,37.18,4.96,26.0
18.0,4.57,2.7,3.59
70.0,41.76,0.75,32.9
30.0,89.5,4.8,59.8
39.0,33.99,2.3,26.98
30.0,89.5,9.2,56.3
25.0,45.08,12.5,39.6
69.0,49.88,5.2,39.8
6.0,22.98,3.2,16.6
96.0,8.58,8.5,5.48
62.0,21.38,3.23,19.91
96.0,26.68,11.07,14.98
69.0,39.28,7.04,28.6
73.0,126.9,0.55,103.6
73.0,230.0,0.54,187.8
30.0,66.1,1.91,56.8
64.0,14.69,6.2,9.58
64.0,18.69,0.02,15.4
64.0,16.58,0.82,13.7
59.0,13.59,1.95,10.8
39.0,23.29,7.7,15.68
73.0,42.58,6.5,28.6
37.0,35.27,3.0,23.8
69.0,254.7,0.01,298.88
43.0,10.99,0.01,9.29
30.0,91.3,2.9,73.88
30.0,56.5,0.72,58.6
25.0,48.98,7.6,41.18
69.0,35.12,5.0,27.8
25.0,21.98,4.38,17.9
39.0,31.79,6.9,24.98
25.0,92.8,3.5,89.8
69.0,29.38,0.01,39.7
69.0,28.2,11.0,6.98
39.0,21.98,9.51,7.58
73.0,28.5,11.2,6.28
37.0,27.38,7.0,10.08
64.0,28.38,12.5,9.38
73.0,33.3,9.7,11.58
158.0,36.8,8.5,12.99
137.0,38.28,3.0,19.98
70.0,34.38,2.0,20.8
37.0,29.99,6.7,14.58
108.0,33.98,0.56,19.5
73.0,19.88,6.2,9.98
63.0,17.28,8.1,7.28
135.0,10.68,4.0,4.98
98.0,34.88,2.9,21.98
70.0,41.58,5.96,23.38
69.0,26.48,4.8,13.88
73.0,32.38,10.0,13.3
69.0,22.98,3.3,13.38
69.0,39.48,8.5,19.88
69.0,31.9,6.9,14.78
57.0,12.98,0.68,9.28
69.0,61.3,2.4,33.6
69.0,49.98,4.8,19.3
64.0,15.42,3.8,8.78
69.0,92.28,3.6,58.8
140.0,29.99,8.0,3.38
39.0,16.29,6.8,5.68
136.0,111.8,0.1,89.8
6.0,33.9,9.3,6.38
69.0,61.8,16.0,6.68
64.0,9.88,8.0,1.95
69.0,35.12,1.59,28.6
73.0,31.9,13.0,6.3
123.0,12.78,7.49,2.56
96.0,30.98,5.5,22.78
28.0,11.98,8.3,3.38
5.0,25.98,9.5,7.5
128.0,60.8,24.8,4.98
30.0,74.5,8.0,12.39
73.0,40.8,3.0,6.9
123.0,14.18,5.0,4.15
66.0,5.18,11.0,0.68
149.0,9.99,1.0,5.0
123.0,10.99,9.0,1.88
37.0,27.38,4.9,12.68
30.0,54.5,2.68,40.98
5.0,22.98,11.0,5.98
104.0,16.28,9.0,3.58
39.0,20.39,13.2,1.98
69.0,56.29,8.99,37.99
123.0,12.78,11.0,1.78
73.0,26.2,13.0,5.88
163.0,12.88,10.2,1.88
37.0,34.99,12.2,6.6
155.0,7.04,8.0,1.35
69.0,31.38,3.81,22.8
137.0,44.28,7.4,13.98
167.0,18.88,6.6,5.98
134.0,81.0,13.8,8.98
69.0,44.01,1.75,39.6
70.0,29.43,15.3,2.2
158.0,62.0,23.0,4.68
73.0,26.38,3.0,10.7
69.0,122.8,3.6,34.6
64.0,65.88,8.1,18.8
39.0,19.69,3.0,9.68
73.0,35.88,11.0,8.8
64.0,23.98,9.0,4.98
116.0,18.38,15.2,1.58
66.0,8.59,7.5,2.18
73.0,43.6,9.0,14.7
98.0,62.06,0.03,51.68
69.0,115.46,3.0,96.08
135.0,17.78,9.0,4.58
30.0,54.5,0.7,47.8
73.0,37.9,11.3,9.88
73.0,48.8,5.0,16.7
77.0,21.19,3.2,11.68
96.0,22.98,15.4,4.2
64.0,66.6,15.8,9.58
37.0,29.38,4.2,11.58
55.0,5.89,5.8,2.1
70.0,21.88,4.0,10.48
37.0,28.97,3.5,13.9
151.0,39.98,5.0,15.88
77.0,34.99,3.0,16.88
128.0,30.98,11.0,9.88
123.0,13.09,14.1,2.58
163.0,14.78,12.0,2.95
91.0,10.98,13.0,3.58
73.0,43.56,8.4,15.98
70.0,23.84,4.4,11.68
123.0,9.79,11.2,1.98
55.0,15.52,1.0,12.78
128.0,38.98,14.6,12.79
27.0,13.88,1.8,6.9
123.0,19.28,4.6,8.8
73.0,55.06,13.0,13.9
69.0,132.9,0.56,115.8
128.0,47.98,5.9,21.98
113.0,26.67,1.7,17.8
108.0,30.99,9.5,6.58
64.0,26.38,12.1,4.58
30.0,125.2,13.0,21.7
70.0,25.98,12.0,5.68
73.0,39.8,9.0,11.98
108.0,47.99,12.6,16.49
70.0,42.37,7.3,16.38
25.0,34.15,14.7,7.68
70.0,33.58,7.0,15.88
59.0,14.1,7.64,6.68
69.0,76.8,13.9,23.98
39.0,11.89,8.0,4.68
128.0,47.98,9.04,16.98
6.0,22.5,7.5,7.98
91.0,7.98,6.8,2.48
73.0,99.38,2.2,51.8
113.0,36.66,4.0,17.58
123.0,24.98,6.5,10.98
91.0,9.28,13.0,2.18
73.0,30.98,10.0,9.88
91.0,18.88,7.2,3.68
5.0,48.99,10.2,13.48
155.0,8.29,5.3,2.98
155.0,16.49,7.7,5.28
115.0,89.8,13.0,24.98
6.0,37.9,13.0,5.88
30.0,115.3,13.0,22.6
123.0,31.98,9.7,12.98
135.0,15.98,4.86,7.9
108.0,44.88,10.3,16.7
102.0,12.99,9.0,5.38
73.0,146.89,3.98,84.88
137.0,37.48,8.0,15.58
73.0,45.96,15.0,11.6
135.0,12.58,7.2,5.28
102.0,28.45,4.0,14.3
39.0,13.59,10.8,4.58
70.0,28.78,1.92,17.98
64.0,71.88,12.8,24.5
25.0,25.98,6.15,9.88
80.0,12.98,4.0,6.58
91.0,10.98,10.0,3.3
73.0,35.39,0.47,20.98
73.0,35.46,11.0,7.88
96.0,28.98,0.5,15.98
73.0,36.68,7.8,16.98
68.0,11.38,2.6,7.15
25.0,13.58,2.6,8.58
30.0,72.7,8.0,24.8
108.0,39.19,4.0,19.98
39.0,18.99,2.9,10.48
69.0,42.18,6.9,19.88
30.0,55.8,10.0,21.8
73.0,52.16,25.5,3.18
64.0,7.59,9.0,2.68
163.0,22.28,10.67,7.88
70.0,34.27,1.8,21.98
91.0,18.58,8.0,7.38
69.0,49.8,8.1,21.8
70.0,27.18,8.49,13.28
25.0,13.58,1.3,8.88
69.0,26.08,5.1,13.8
96.0,13.78,7.8,5.58
87.0,6.99,5.0,3.98
116.0,13.99,7.3,6.88
24.0,12.98,12.0,1.56
124.0,7.3,8.0,3.58
98.0,32.68,3.9,11.98
58.0,8.58,10.0,3.58
91.0,11.39,7.0,5.68
64.0,13.53,4.0,7.88
59.0,15.59,1.0,10.98
63.0,17.28,9.52,7.98
73.0,26.98,1.0,17.98
137.0,162.8,9.4,81.8
73.0,53.69,4.0,33.8
108.0,31.88,2.8,17.38
19.0,10.1,2.2,4.68
73.0,74.69,1.15,46.98
96.0,14.98,10.3,6.38
69.0,62.98,4.9,32.0
25.0,21.78,4.07,13.8
64.0,15.09,0.8,10.8
156.0,19.99,15.4,1.98
25.0,12.78,7.1,5.5
29.0,31.78,11.8,3.28
69.0,31.08,6.0,19.88
30.0,119.7,3.8,76.8
96.0,22.89,0.88,16.58
69.0,49.38,6.1,31.8
69.0,34.68,2.7,23.8
69.0,49.28,10.0,29.8
11.0,12.89,12.92,2.98
37.0,29.97,0.8,20.58
37.0,26.17,1.62,16.98
98.0,30.86,0.4,23.78
146.0,15.49,0.8,10.68
115.0,151.99,5.0,48.8
96.0,13.99,8.0,7.39
64.0,18.18,11.0,4.38
70.0,23.07,0.01,16.99
137.0,62.8,15.0,7.38
123.0,19.48,6.0,3.88
88.0,26.58,0.8,18.5
73.0,42.58,8.0,24.58
123.0,29.28,17.3,4.98
69.0,31.48,12.0,15.8
96.0,25.88,0.48,19.38
70.0,76.08,3.33,25.68
89.0,8.79,11.0,1.2
137.0,142.1,12.0,19.3
59.0,11.3,13.0,5.3
63.0,12.56,6.6,8.48
73.0,34.53,2.0,26.18
125.0,36.98,6.0,21.9
116.0,18.38,8.2,3.48
116.0,10.88,7.0,1.6
123.0,14.59,16.0,0.98
25.0,28.98,6.0,17.58
96.0,30.98,7.8,18.8
70.0,61.28,5.2,39.7
70.0,41.98,3.4,30.6
69.0,254.7,1.2,269.8
96.0,14.99,1.4,10.38
39.0,20.9,14.0,4.98
