品牌,新车价格,里程(万公里),价格
55.0,10.62,6.51,3.3
66.0,7.98,3.93,3.5
144.0,11.85,7.82,3.8
155.0,12.06,7.25,3.98
116.0,17.04,8.63,4.65
39.0,15.5,3.66,4.83
91.0,15.71,5.42,4.92
102.0,16.72,7.53,5.1
55.0,12.61,4.68,5.2
59.0,13.08,4.28,5.6
105.0,9.53,3.8,5.8
72.0,24.67,5.34,5.8
146.0,10.86,0.9,5.9
91.0,19.14,4.78,8.0
37.0,39.2,8.76,8.38
64.0,26.11,6.07,8.9
146.0,13.29,0.01,9.36
89.0,17.05,2.94,9.4
163.0,17.37,2.9,9.5
80.0,15.93,2.43,10.3
59.0,16.27,2.33,10.8
80.0,19.92,2.33,11.36
125.0,22.57,1.91,12.9
25.0,23.46,5.44,14.6
132.0,44.5,3.59,15.0
64.0,26.78,6.57,15.0
64.0,38.1,1.91,17.0
118.0,39.15,6.04,21.7
70.0,51.83,4.7,23.6
70.0,95.41,7.58,44.7
144.0,6.07,11.74,0.6
102.0,8.53,8.28,0.96
156.0,10.4,4.78,1.5
144.0,7.08,5.33,2.1
144.0,5.54,6.1,2.2
116.0,6.88,7.37,3.3
133.0,18.15,6.8,3.77
146.0,10.41,3.56,3.8
67.0,8.84,1.47,4.2
59.0,12.06,5.23,4.2
39.0,16.72,8.98,4.32
64.0,13.72,7.04,4.5
67.0,9.17,1.49,5.2
25.0,14.27,6.31,5.2
64.0,25.77,7.14,5.2
55.0,10.4,3.29,5.47
6.0,27.56,9.66,5.5
157.0,8.95,1.03,5.8
55.0,10.29,3.45,5.8
96.0,9.96,5.65,5.8
64.0,14.28,6.26,5.8
67.0,7.64,0.16,5.98
39.0,14.39,2.72,6.0
64.0,12.5,5.82,6.1
89.0,16.72,6.8,6.3
69.0,31.32,9.55,6.3
167.0,20.14,8.05,6.7
102.0,13.6,5.16,6.8
73.0,30.08,7.61,6.8
155.0,11.63,1.45,6.9
96.0,11.07,2.07,7.0
167.0,21.35,8.55,7.1
27.0,9.72,0.33,7.3
59.0,12.19,2.05,7.3
91.0,17.93,7.51,7.5
146.0,13.07,3.33,7.6
64.0,18.82,7.2,7.6
55.0,15.07,5.67,7.7
102.0,10.39,0.6,8.28
102.0,13.49,1.12,8.3
39.0,20.69,4.58,8.6
73.0,113.23,16.48,8.8
55.0,17.93,4.62,9.2
55.0,14.83,2.23,9.3
102.0,12.93,0.06,9.6
64.0,18.37,4.91,9.6
39.0,26.99,5.51,10.0
102.0,17.25,3.63,10.1
93.0,15.06,1.34,10.3
80.0,21.02,2.1,10.8
64.0,17.71,4.32,11.0
73.0,27.44,5.15,11.2
69.0,26.88,3.41,11.4
39.0,28.14,10.87,11.8
54.0,18.46,8.53,11.95
70.0,29.84,5.64,12.1
55.0,17.47,0.83,12.2
39.0,22.58,2.69,12.4
123.0,15.93,1.05,12.78
96.0,22.91,2.32,13.2
64.0,25.81,6.56,13.6
64.0,24.57,6.0,13.7
37.0,33.64,4.25,14.2
160.0,22.57,1.4,14.3
125.0,19.25,0.01,14.4
39.0,27.0,4.23,14.4
137.0,45.27,6.52,14.4
96.0,30.01,8.09,14.7
64.0,26.34,5.31,14.9
80.0,21.79,5.96,14.9
96.0,23.34,3.7,15.1
73.0,35.54,3.95,15.1
25.0,22.57,2.31,15.2
69.0,55.76,4.79,16.4
80.0,20.36,2.87,16.9
37.0,31.4,5.18,17.3
96.0,30.01,8.56,17.3
80.0,26.21,5.42,17.8
96.0,22.8,0.1,17.9
96.0,21.68,0.7,17.9
25.0,27.04,2.65,18.7
39.0,29.09,7.84,19.77
137.0,47.23,1.92,19.8
98.0,30.31,3.91,20.0
64.0,23.25,0.01,21.6
64.0,23.25,0.02,21.6
64.0,38.44,6.09,22.1
39.0,35.31,3.64,22.4
25.0,34.42,5.52,22.4
64.0,25.35,0.39,22.6
64.0,39.2,3.34,23.1
39.0,41.39,6.84,23.1
85.0,66.52,3.21,24.4
137.0,53.12,4.53,26.2
70.0,61.54,6.02,26.48
64.0,31.98,0.01,26.6
158.0,41.91,7.58,26.6
73.0,43.61,3.03,27.28
39.0,38.51,5.13,28.5
70.0,46.93,2.31,33.0
69.0,50.02,2.84,33.8
155.0,13.07,8.17,1.56
43.0,8.2,7.55,1.8
64.0,14.28,11.74,3.0
27.0,5.96,0.82,3.1
99.0,17.03,9.28,3.8
64.0,28.65,9.96,3.8
155.0,20.36,9.94,4.7
64.0,14.28,1.86,4.9
91.0,13.07,4.31,6.54
13.0,18.15,8.78,7.3
64.0,18.82,8.08,7.56
39.0,17.7,5.18,7.8
102.0,17.61,5.67,8.4
25.0,22.13,7.07,8.4
59.0,15.5,3.14,8.5
70.0,34.77,12.61,8.5
64.0,18.04,5.55,8.7
102.0,13.49,2.51,8.8
167.0,21.35,7.3,9.3
6.0,26.32,3.86,10.5
167.0,21.35,4.85,10.5
64.0,24.68,4.36,12.9
64.0,21.03,2.67,14.0
64.0,26.78,5.67,15.0
62.0,24.8,2.87,18.9
69.0,47.83,6.93,22.0
39.0,41.39,7.52,22.6
70.0,45.82,6.88,27.2
98.0,122.13,4.97,58.0
25.0,87.96,2.86,66.0
104.0,14.67,5.36,1.68
64.0,9.63,10.34,2.0
55.0,10.3,5.53,3.2
96.0,21.47,12.29,4.8
155.0,13.51,3.29,5.1
55.0,11.07,5.6,5.4
64.0,15.05,3.95,5.41
96.0,12.17,6.22,5.6
11.0,13.03,7.34,5.6
80.0,16.37,9.0,5.6
59.0,12.97,5.13,5.9
129.0,18.92,6.0,5.9
64.0,10.41,8.5,5.9
91.0,14.06,2.84,6.5
64.0,15.72,5.88,6.5
55.0,13.7,4.76,6.6
64.0,27.88,12.63,6.91
11.0,13.03,4.3,6.95
91.0,14.39,5.22,7.24
25.0,18.15,7.37,7.3
64.0,20.81,9.58,7.3
64.0,15.94,4.83,7.4
123.0,28.1,5.22,7.9
73.0,31.99,7.63,7.9
64.0,19.48,7.37,8.0
11.0,18.11,5.24,8.1
39.0,20.69,7.48,8.3
39.0,44.84,11.18,8.3
91.0,14.17,5.26,8.6
64.0,15.94,7.47,8.6
55.0,12.6,2.2,8.76
64.0,18.82,0.37,8.8
64.0,17.41,4.98,8.8
167.0,20.14,5.51,8.8
91.0,21.13,8.78,8.8
73.0,26.99,5.64,8.88
146.0,15.95,4.44,8.95
96.0,20.36,7.21,9.2
64.0,27.45,9.37,9.25
69.0,30.3,5.66,9.3
70.0,22.2,8.17,9.8
70.0,35.45,8.01,9.9
64.0,19.18,6.05,10.3
6.0,26.32,5.42,10.5
59.0,16.72,2.33,10.6
96.0,21.47,8.0,10.7
25.0,16.16,1.47,11.0
59.0,16.61,2.6,11.1
64.0,20.14,1.53,11.4
64.0,29.2,8.96,12.25
70.0,32.39,8.23,12.3
69.0,30.3,5.65,12.4
108.0,40.19,8.1,12.6
64.0,31.08,7.42,13.0
64.0,27.1,7.29,13.2
64.0,24.26,7.05,13.4
80.0,24.44,9.66,13.4
145.0,17.04,0.58,13.6
111.0,18.15,0.4,13.9
137.0,57.76,7.99,14.0
69.0,29.75,4.52,15.0
96.0,33.65,8.69,15.1
96.0,22.56,2.8,15.3
70.0,32.18,5.5,16.5
64.0,23.25,1.29,16.6
25.0,27.26,5.18,16.8
5.0,75.56,8.15,17.0
113.0,30.28,2.86,17.1
123.0,47.27,8.61,17.1
6.0,25.88,0.56,17.4
64.0,49.05,4.27,17.4
25.0,25.82,4.62,17.6
25.0,29.03,5.01,18.7
108.0,53.57,5.53,20.0
25.0,32.51,5.78,20.2
108.0,41.74,7.92,20.2
69.0,44.3,4.13,20.4
69.0,47.83,8.51,20.4
85.0,99.96,7.09,20.8
37.0,51.34,5.11,21.0
25.0,33.61,8.21,21.0
69.0,39.29,7.45,21.4
25.0,34.42,5.53,22.1
113.0,35.53,1.63,22.2
64.0,40.28,4.95,23.4
73.0,50.26,5.42,23.6
137.0,46.49,0.47,25.6
70.0,46.49,3.18,27.4
62.0,39.91,5.04,28.96
158.0,45.42,0.82,29.4
39.0,42.49,5.85,29.4
69.0,49.14,3.08,30.0
69.0,47.26,3.27,30.0
39.0,38.51,1.09,31.1
73.0,114.19,5.33,31.3
69.0,50.24,6.55,32.5
69.0,50.24,4.42,32.8
64.0,70.17,4.0,33.8
64.0,11.34,6.74,1.92
156.0,12.39,7.26,2.04
64.0,14.39,9.64,2.9
135.0,11.84,5.39,3.1
146.0,8.87,2.3,4.2
101.0,9.83,2.58,5.5
25.0,14.6,5.49,7.13
68.0,20.04,1.67,8.1
101.0,16.05,5.59,8.2
68.0,17.94,2.16,8.88
123.0,17.15,5.39,8.88
59.0,15.62,1.45,10.15
146.0,18.15,1.45,10.28
73.0,31.85,4.8,10.48
145.0,20.36,4.59,11.48
156.0,20.45,1.66,11.68
125.0,22.57,2.67,12.1
146.0,23.46,2.6,12.38
39.0,24.67,0.85,12.89
127.0,35.85,4.15,13.6
55.0,20.96,1.28,14.78
80.0,21.12,3.92,15.0
145.0,21.24,2.98,15.08
145.0,21.35,1.97,15.78
118.0,36.75,6.33,18.4
64.0,35.88,4.55,19.2
110.0,8.19,4.81,1.58
144.0,7.09,5.53,2.08
27.0,5.44,4.97,3.1
89.0,15.94,7.25,3.6
59.0,8.32,4.71,4.0
39.0,19.59,9.27,4.08
55.0,6.65,3.3,4.32
55.0,11.07,4.07,4.7
25.0,14.27,5.4,4.82
102.0,11.51,1.81,5.2
155.0,12.85,3.62,5.33
64.0,17.92,7.81,5.38
102.0,10.64,4.54,5.45
15.0,13.73,1.53,5.54
59.0,10.97,3.4,5.55
96.0,12.88,4.81,5.6
96.0,17.93,10.99,5.6
91.0,12.63,4.97,5.87
64.0,11.74,4.58,5.89
64.0,10.41,7.15,5.98
57.0,10.75,2.13,6.1
91.0,14.06,3.44,6.2
155.0,13.51,3.04,6.26
96.0,17.93,8.34,6.3
21.0,9.75,0.8,6.78
64.0,17.6,2.99,6.8
102.0,12.62,3.26,6.8
146.0,12.95,5.24,6.88
5.0,20.35,2.49,7.1
54.0,11.27,2.04,7.2
116.0,15.16,1.46,7.22
64.0,18.82,7.21,7.75
102.0,15.73,2.79,7.88
96.0,29.25,9.98,7.9
64.0,18.58,6.86,8.0
64.0,18.8,6.38,8.68
91.0,19.14,1.45,9.1
64.0,17.26,6.36,9.3
155.0,22.03,4.41,10.3
39.0,21.35,3.14,10.48
91.0,20.36,2.71,10.8
102.0,19.03,3.18,10.8
64.0,17.37,4.97,10.9
39.0,30.31,7.72,11.58
64.0,28.43,5.58,11.59
102.0,19.03,3.21,11.8
69.0,54.28,7.71,11.9
102.0,18.69,2.87,12.08
102.0,18.13,1.86,12.38
80.0,21.46,7.29,12.38
39.0,27.0,6.07,13.4
157.0,26.09,2.02,13.5
137.0,49.47,6.94,14.2
125.0,24.12,2.79,14.96
64.0,45.73,6.02,15.4
108.0,32.2,1.86,15.7
70.0,47.79,3.92,15.98
37.0,32.51,2.26,16.1
102.0,26.77,1.55,16.2
64.0,29.54,2.64,16.4
96.0,30.01,4.13,17.3
96.0,31.42,3.06,17.6
64.0,38.1,3.54,17.6
39.0,29.53,3.94,17.6
39.0,40.28,6.75,18.68
69.0,49.49,6.76,19.68
128.0,39.3,2.47,19.98
125.0,41.4,8.9,21.4
96.0,34.75,6.36,23.0
69.0,39.5,0.35,31.4
70.0,49.58,2.11,32.8
64.0,69.06,5.86,33.8
70.0,84.5,5.22,48.03
73.0,92.08,2.8,52.89
146.0,7.65,1.13,1.6
149.0,4.86,3.49,2.7
21.0,9.86,3.28,4.68
116.0,28.14,10.04,5.0
59.0,12.97,5.46,5.18
68.0,12.61,2.56,5.4
123.0,15.6,4.22,6.3
163.0,21.58,11.44,6.6
137.0,69.97,14.25,7.2
59.0,14.74,1.5,7.88
64.0,14.07,3.44,7.9
64.0,16.83,4.52,9.55
25.0,17.82,3.82,9.98
64.0,20.24,2.74,10.1
96.0,16.27,2.08,10.5
102.0,17.02,2.18,10.56
64.0,19.92,2.79,10.98
73.0,47.59,6.82,27.0
25.0,43.76,9.96,27.0
145.0,7.65,9.37,0.96
155.0,15.62,12.08,2.3
66.0,9.86,6.24,2.77
25.0,12.5,11.59,3.22
91.0,12.61,8.87,3.7
146.0,6.53,0.91,3.98
129.0,15.82,12.45,4.6
155.0,10.52,3.02,4.63
64.0,16.49,9.99,4.7
91.0,14.33,7.89,5.0
73.0,29.44,11.4,5.09
59.0,9.43,4.42,5.4
129.0,9.86,1.58,5.68
39.0,17.05,0.73,5.8
67.0,14.82,1.86,5.8
39.0,22.58,5.79,6.0
69.0,48.94,11.72,7.18
163.0,14.17,6.77,7.38
167.0,19.83,9.03,7.76
146.0,13.73,1.24,7.78
64.0,14.07,1.71,7.8
102.0,14.6,2.18,7.8
96.0,20.36,7.38,7.97
73.0,25.88,8.52,8.3
146.0,13.07,0.73,8.5
55.0,12.93,2.93,8.64
146.0,12.4,0.51,8.98
91.0,22.24,6.09,8.98
55.0,16.27,1.26,9.42
64.0,40.38,10.76,9.9
13.0,19.59,1.81,10.9
64.0,18.81,3.12,11.8
96.0,21.46,3.94,12.7
113.0,32.72,6.19,15.4
102.0,23.66,0.74,18.0
69.0,76.46,9.22,18.4
62.0,24.12,5.77,18.8
64.0,30.1,1.11,21.1
128.0,166.49,5.7,23.6
6.0,38.3,2.37,28.0
70.0,48.48,7.19,31.3
70.0,108.23,11.2,50.6
69.0,81.0,1.8,53.4
28.0,15.94,6.25,1.92
59.0,11.73,5.45,2.5
135.0,6.54,2.56,3.2
156.0,15.06,3.55,3.2
27.0,6.32,6.11,3.36
39.0,17.05,5.89,3.96
64.0,17.15,9.73,5.1
149.0,9.31,2.32,5.8
96.0,17.04,7.71,6.2
6.0,20.92,7.54,7.4
125.0,18.48,0.92,10.3
123.0,30.3,6.57,14.9
69.0,38.85,4.5,23.6
43.0,8.74,11.82,0.8
122.0,17.23,2.71,0.84
64.0,9.97,8.91,1.68
55.0,6.43,4.52,2.7
104.0,14.66,4.52,2.86
155.0,20.59,10.3,3.4
64.0,9.94,6.74,3.8
64.0,12.29,11.12,3.98
39.0,18.48,5.23,4.7
59.0,15.16,4.78,4.8
123.0,15.82,7.66,4.85
55.0,11.07,5.26,4.99
146.0,10.86,1.49,5.7
116.0,14.27,5.22,5.8
59.0,13.52,6.25,6.18
76.0,28.97,5.69,6.3
86.0,11.84,4.46,6.6
70.0,41.4,15.88,7.72
59.0,15.62,0.93,7.8
64.0,18.8,7.44,8.1
64.0,19.48,8.09,8.28
129.0,23.56,4.33,9.1
39.0,17.71,1.56,9.18
125.0,16.59,2.29,9.58
64.0,24.57,8.16,12.68
102.0,32.61,2.57,18.4
64.0,35.52,6.26,18.4
70.0,36.09,2.62,21.1
69.0,38.85,4.06,22.19
73.0,47.38,1.41,35.4
69.0,55.55,5.51,41.28
146.0,5.77,6.87,1.2
64.0,18.47,9.29,2.6
99.0,16.5,11.63,2.7
155.0,15.28,11.87,3.3
64.0,11.96,10.99,3.6
55.0,11.07,8.42,3.75
135.0,20.25,10.8,3.9
19.0,12.19,6.01,5.2
39.0,26.6,7.9,5.2
59.0,13.08,3.27,6.3
64.0,15.94,3.36,7.1
167.0,17.62,5.98,7.1
91.0,17.61,8.01,7.3
91.0,14.84,4.68,8.49
96.0,16.61,3.55,9.1
123.0,28.1,5.22,9.4
80.0,20.69,2.29,10.1
59.0,20.8,0.56,15.9
70.0,33.77,6.14,15.9
70.0,33.77,7.2,16.0
125.0,36.98,3.52,21.28
73.0,38.87,7.68,22.9
108.0,45.5,2.79,23.6
73.0,47.59,1.64,29.1
25.0,88.07,23.94,31.3
27.0,4.75,1.82,2.7
25.0,8.85,7.0,2.7
159.0,25.11,9.6,3.0
55.0,9.54,5.15,3.3
74.0,9.19,6.69,3.5
39.0,14.5,7.18,3.6
129.0,13.72,8.32,3.7
64.0,11.52,9.56,4.1
6.0,32.32,14.28,4.1
59.0,12.06,5.51,4.3
135.0,12.28,2.07,4.98
64.0,10.19,5.52,5.0
70.0,30.11,8.74,5.2
80.0,11.84,4.08,5.5
129.0,16.59,5.14,5.8
64.0,26.99,12.07,5.88
55.0,11.08,4.71,6.2
39.0,17.7,8.67,6.68
59.0,15.71,3.63,7.1
5.0,24.78,9.0,7.78
64.0,24.89,6.65,7.9
146.0,14.28,8.33,8.0
39.0,20.0,1.99,8.1
91.0,22.24,4.53,8.3
13.0,19.25,6.18,8.3
64.0,11.63,0.34,8.48
80.0,13.52,3.52,8.5
123.0,22.56,5.23,8.5
70.0,37.42,10.59,8.55
39.0,27.0,6.18,8.7
39.0,18.15,2.15,8.95
64.0,24.79,6.18,9.1
64.0,44.6,6.94,9.68
25.0,22.24,10.97,10.2
13.0,19.59,4.36,10.3
39.0,32.53,12.15,10.9
39.0,30.35,10.84,12.2
64.0,18.81,1.2,13.48
91.0,25.76,6.1,14.9
73.0,55.75,9.22,15.6
69.0,26.21,1.49,15.88
59.0,28.75,4.96,17.4
108.0,49.15,11.16,17.5
37.0,33.62,4.63,18.8
69.0,38.85,7.09,20.4
166.0,41.29,0.82,21.1
37.0,39.51,2.64,21.2
69.0,38.85,4.52,21.98
85.0,36.65,1.72,23.8
73.0,38.87,3.95,24.98
73.0,84.34,10.14,25.3
69.0,58.21,1.81,33.9
69.0,81.0,6.27,48.6
122.0,18.0,7.73,0.96
145.0,7.54,9.8,1.2
116.0,9.08,5.13,3.5
27.0,6.31,3.66,4.05
82.0,8.08,0.5,4.28
64.0,11.62,1.22,4.8
57.0,13.5,6.14,5.0
66.0,9.86,2.74,5.98
146.0,13.73,5.16,6.9
116.0,16.04,7.43,7.8
42.0,18.16,8.48,8.18
116.0,20.35,2.91,12.4
125.0,22.57,1.66,12.88
70.0,38.43,6.62,16.4
93.0,23.02,0.64,18.48
98.0,42.62,3.27,19.2
39.0,37.63,4.41,22.4
152.0,268.56,6.7,24.0
45.0,5.66,5.16,0.66
122.0,17.23,3.31,0.84
74.0,8.97,3.66,3.38
39.0,14.71,4.37,4.4
101.0,8.62,2.62,4.62
64.0,24.34,12.55,5.88
160.0,15.27,6.31,6.96
55.0,14.5,2.27,7.28
64.0,15.84,8.54,7.68
64.0,18.81,0.64,12.98
64.0,26.34,5.19,15.08
30.0,101.62,14.53,56.88
102.0,10.75,10.31,0.96
55.0,9.31,9.2,1.2
47.0,20.02,4.98,1.44
156.0,11.84,9.97,2.66
59.0,13.3,1.59,4.32
39.0,31.03,11.29,4.8
39.0,16.49,5.84,6.06
5.0,26.59,10.98,6.36
102.0,12.39,5.14,7.55
64.0,23.34,8.91,8.06
74.0,14.15,0.36,9.0
70.0,48.23,12.45,11.64
64.0,24.79,4.62,15.56
5.0,68.11,7.13,16.4
64.0,34.99,3.39,23.28
69.0,47.59,5.85,27.0
39.0,12.07,10.04,1.3
12.0,11.53,7.33,1.92
27.0,5.65,5.1,2.1
27.0,4.75,0.2,2.64
74.0,8.42,7.69,3.06
39.0,13.73,8.58,3.36
155.0,15.72,10.6,3.52
155.0,10.52,4.35,3.96
96.0,9.52,10.15,4.03
116.0,28.14,14.99,4.2
5.0,27.71,16.14,4.29
89.0,10.97,6.92,4.54
99.0,23.44,7.86,4.7
55.0,16.93,11.1,4.8
5.0,15.93,4.42,4.88
149.0,7.76,4.13,4.9
64.0,15.59,6.57,4.92
135.0,9.63,7.48,5.04
55.0,8.52,1.85,5.1
116.0,9.86,3.99,5.66
59.0,23.01,11.65,5.8
25.0,13.5,6.48,6.2
64.0,12.63,5.29,6.84
102.0,12.06,2.53,6.88
59.0,14.74,3.2,7.19
102.0,12.93,1.69,7.8
91.0,14.84,8.43,8.1
102.0,15.16,4.71,8.3
64.0,15.51,2.05,8.5
146.0,11.52,0.28,8.6
64.0,16.72,2.01,9.8
160.0,16.7,3.27,10.02
64.0,20.14,2.0,11.2
91.0,21.24,3.2,11.45
25.0,27.98,15.1,12.4
125.0,24.12,3.73,13.4
25.0,24.82,7.03,13.93
102.0,26.77,0.64,14.9
25.0,24.56,2.85,15.87
123.0,40.36,7.77,15.99
25.0,33.61,7.7,19.08
73.0,35.77,6.95,21.6
37.0,45.78,7.25,25.6
118.0,38.08,1.93,29.0
73.0,84.34,4.66,30.2
69.0,49.17,0.63,40.8
25.0,91.05,2.91,71.36
27.0,4.08,1.43,2.35
129.0,7.97,1.74,3.84
64.0,14.06,6.82,4.62
60.0,9.52,3.33,5.2
86.0,11.07,8.11,6.3
146.0,21.25,10.31,8.4
80.0,16.84,0.82,10.56
69.0,28.09,3.84,16.4
70.0,35.76,4.2,21.38
145.0,8.42,11.08,1.3
144.0,5.66,5.58,1.5
129.0,10.41,5.54,3.2
18.0,7.28,1.12,4.0
59.0,11.86,7.24,4.2
64.0,11.96,6.66,4.56
108.0,36.21,9.43,5.0
21.0,13.73,5.8,5.36
73.0,29.44,9.65,5.5
102.0,11.52,4.1,5.6
55.0,11.73,5.26,5.6
64.0,15.05,10.57,5.72
82.0,15.17,2.22,6.0
55.0,10.41,5.48,6.1
123.0,14.83,4.86,6.3
116.0,37.1,10.55,6.6
96.0,23.34,11.58,6.88
64.0,15.94,2.01,8.1
39.0,24.79,7.83,9.3
80.0,14.83,0.01,12.0
137.0,77.85,12.77,13.4
123.0,92.56,13.13,14.4
25.0,55.17,12.25,18.4
25.0,57.11,15.66,19.2
128.0,169.8,19.61,25.6
55.0,4.87,1.68,0.72
96.0,13.17,5.3,3.2
55.0,12.95,7.71,3.84
129.0,12.84,4.01,4.08
55.0,11.74,5.8,4.1
67.0,9.08,3.72,4.5
59.0,10.52,4.55,5.6
39.0,14.39,2.17,6.1
57.0,9.64,2.01,6.33
167.0,17.62,4.45,6.65
14.0,12.62,3.55,7.26
149.0,15.28,2.25,7.7
156.0,17.03,2.64,8.6
96.0,15.94,5.32,8.8
64.0,17.7,5.58,8.8
116.0,14.84,7.02,8.8
64.0,18.04,2.08,9.1
87.0,13.4,0.01,9.8
39.0,21.35,4.91,10.25
157.0,22.44,2.86,12.6
59.0,28.09,2.54,17.4
96.0,31.97,2.42,17.6
146.0,8.76,7.14,1.4
47.0,17.25,2.95,1.9
27.0,4.08,1.58,2.11
155.0,9.31,4.24,3.0
27.0,5.96,0.34,3.1
114.0,23.2,1.98,3.12
55.0,12.39,9.14,3.2
74.0,8.08,4.4,3.9
155.0,15.94,6.86,4.2
104.0,12.17,0.94,4.4
39.0,10.86,4.8,4.4
96.0,9.52,6.03,4.4
39.0,14.39,3.82,6.0
64.0,15.51,2.56,7.1
64.0,17.6,6.47,7.3
96.0,23.46,6.97,7.3
96.0,15.95,6.7,7.48
59.0,13.85,4.94,7.6
25.0,14.71,3.0,7.9
123.0,17.15,5.88,8.4
96.0,15.95,5.84,9.7
6.0,21.9,5.48,11.7
125.0,22.57,2.73,12.9
116.0,29.02,8.18,12.9
64.0,24.67,2.98,13.4
89.0,22.58,1.04,15.9
69.0,34.1,5.0,17.2
69.0,39.63,6.33,18.4
64.0,31.98,0.62,22.6
70.0,49.58,5.84,32.8
146.0,9.53,11.74,1.5
39.0,15.7,5.29,1.9
156.0,9.74,6.97,1.9
135.0,13.73,9.26,3.0
96.0,9.96,4.58,4.7
55.0,14.61,5.96,4.8
116.0,17.81,8.25,5.5
155.0,12.51,0.17,6.5
102.0,12.16,6.09,6.6
102.0,13.28,0.48,7.0
96.0,14.82,3.52,7.38
155.0,18.71,0.86,10.1
39.0,26.99,1.86,11.42
160.0,26.55,3.81,13.9
163.0,23.83,2.27,15.5
62.0,22.13,3.51,16.9
98.0,29.2,2.16,17.9
39.0,40.28,9.22,19.4
69.0,47.26,6.8,21.6
70.0,49.58,3.92,30.6
55.0,5.55,7.65,1.2
116.0,6.54,3.33,2.76
155.0,13.95,8.84,3.12
64.0,9.94,7.35,3.58
64.0,30.53,7.42,4.8
55.0,14.61,8.46,4.8
105.0,9.75,1.58,5.6
64.0,16.49,4.06,7.27
64.0,31.86,13.22,7.38
149.0,12.63,2.27,7.48
160.0,15.93,6.49,7.6
27.0,11.07,0.23,7.8
39.0,18.82,2.43,7.92
129.0,15.93,1.95,8.4
63.0,14.35,6.63,8.8
39.0,18.04,0.6,8.9
64.0,18.37,4.8,8.92
80.0,18.14,3.8,9.98
86.0,12.06,0.41,10.1
86.0,15.5,0.63,10.2
39.0,20.25,0.95,10.3
39.0,25.93,7.82,11.16
39.0,20.25,0.07,11.4
102.0,19.03,3.15,12.9
91.0,27.53,6.98,13.4
37.0,31.4,1.2,16.4
80.0,24.77,3.14,17.1
123.0,39.18,5.08,17.5
69.0,50.24,2.04,33.0
70.0,51.57,2.9,34.6
19.0,5.33,2.55,1.2
155.0,9.2,6.5,1.44
156.0,13.5,2.3,2.2
123.0,11.41,6.03,2.64
116.0,15.16,11.15,2.98
64.0,13.29,9.36,3.38
20.0,17.04,7.39,3.6
129.0,10.19,6.48,4.2
64.0,15.28,6.06,6.48
39.0,20.69,7.81,7.98
160.0,15.8,1.89,9.0
2.0,19.23,0.22,10.8
155.0,23.13,2.5,11.12
42.0,20.36,3.04,12.9
70.0,35.76,4.2,18.88
102.0,32.61,2.15,18.98
108.0,43.73,8.39,20.4
98.0,33.63,1.41,21.28
62.0,37.55,0.61,30.28
73.0,86.57,7.84,34.8
69.0,50.48,4.77,34.98
129.0,10.39,10.13,0.92
155.0,7.04,5.72,1.02
123.0,13.73,9.6,1.71
91.0,9.96,6.88,2.0
155.0,20.37,11.56,2.62
155.0,8.09,6.63,2.65
146.0,7.65,3.18,2.76
28.0,12.28,8.76,2.85
64.0,20.24,10.62,3.2
27.0,5.63,1.67,3.8
59.0,12.39,4.66,3.96
27.0,8.17,1.11,4.2
55.0,11.74,6.22,4.3
142.0,10.3,3.58,4.48
129.0,10.75,4.91,4.8
67.0,8.96,0.81,5.1
116.0,14.27,4.81,5.9
129.0,14.38,3.6,5.98
163.0,23.23,8.61,6.0
96.0,18.59,9.78,6.5
96.0,10.07,0.92,6.58
167.0,18.5,3.62,6.66
55.0,14.5,6.4,6.68
14.0,21.02,3.69,7.1
116.0,15.27,5.87,7.1
55.0,15.48,3.56,7.2
70.0,37.42,12.14,7.2
59.0,14.73,1.83,7.58
64.0,14.28,1.46,7.68
64.0,17.15,7.1,7.8
156.0,19.68,6.21,7.89
99.0,25.87,9.21,7.98
159.0,25.93,9.5,8.3
25.0,16.27,4.75,8.56
160.0,29.2,8.88,8.66
163.0,14.84,3.82,9.6
64.0,28.43,5.09,9.88
39.0,22.58,6.74,10.25
73.0,39.2,2.04,28.68
25.0,58.3,5.6,33.8
69.0,52.24,2.55,37.8
27.0,4.75,2.23,2.2
19.0,8.66,4.34,3.36
55.0,14.87,5.38,3.75
64.0,9.09,7.32,4.2
27.0,6.32,1.76,4.3
116.0,20.03,4.53,6.09
60.0,7.74,0.17,6.28
59.0,15.05,3.75,6.7
80.0,16.7,4.37,7.3
149.0,13.4,0.66,8.52
8.0,29.2,2.92,10.08
146.0,22.47,0.01,13.9
76.0,23.67,1.25,16.78
73.0,34.77,4.98,17.9
96.0,31.0,4.86,19.8
69.0,50.8,4.4,34.3
27.0,5.28,3.04,2.7
144.0,7.31,7.75,2.78
55.0,8.53,3.77,3.6
74.0,10.19,4.71,3.8
39.0,14.49,5.71,3.8
55.0,6.42,0.43,3.92
64.0,10.19,4.29,4.3
25.0,10.18,5.79,4.35
89.0,9.31,5.3,4.38
21.0,9.86,5.78,4.5
14.0,12.61,6.71,4.54
67.0,8.17,2.5,4.67
39.0,15.5,4.5,4.7
135.0,13.61,6.02,4.7
22.0,11.52,2.88,5.08
25.0,14.27,6.89,5.58
64.0,18.15,8.09,5.8
39.0,22.58,6.82,6.0
155.0,18.71,7.65,6.0
59.0,11.52,3.19,6.1
64.0,16.27,8.44,6.3
59.0,13.85,4.48,6.6
59.0,12.19,2.64,6.9
